Mod:Item:MetaData, Localized Name
thermalexpansion:augment:324, Расширение: Монокультурный цикл
thermalexpansion:augment:336, Расширение: Нумизматический пресс
thermalexpansion:augment:337, Расширение: Механический штамп
thermalexpansion:augment:352, Расширение: Пироконвективная петля
thermalexpansion:augment:368, Расширение: Рефлаксовый столб
thermalexpansion:augment:369, Расширение: Алхимическая реторта
thermalexpansion:augment:400, Расширение: Концентратор связей Флакса
thermalexpansion:augment:401, Расширение: Флаксовый реконструитель
thermalexpansion:augment:402, Расширение: Параболическая флаксовая муфта
thermalexpansion:augment:416, Расширение: Аппарат для предварительной установки
thermalexpansion:augment:432, Расширение: Проверка шаблона
thermalexpansion:augment:433, Расширение: Жидкостное производство
thermalexpansion:augment:448, Расширение: Реагентный восстановитель
thermalexpansion:augment:496, Расширение: Пирокластические инъекции
thermalexpansion:augment:497, Расширение: Осколочное осаждение
thermalexpansion:augment:512, Расширение: Вспомогательная отдающая катушка
thermalexpansion:augment:513, Расширение: Топливный катализатор
thermalexpansion:augment:514, Расширение: Канал отдающей катушки
thermalexpansion:augment:515, Расширение: Ограничитель поля намагничивания
thermalexpansion:augment:576, Расширение: Преобразующий бойлер
thermalexpansion:augment:640, Расширение: Преобразующая турбина
thermalexpansion:augment:656, Расширение: Изэнтропическое водохранилище
thermalexpansion:augment:672, Расширение: Охлаждение с закрытым контуром
thermalexpansion:augment:673, Расширение: Свеча зажигания
thermalexpansion:augment:674, Расширение: Агитационный манифольд
thermalexpansion:augment:688, Расширение: Элементарный катализатор
thermalexpansion:augment:704, Расширение: Дизъюнктивное извлечение
thermalexpansion:augment:720, Расширение: Лапидарная калибровка
thermalexpansion:florb:0, Флюидный шарик (Пусто§r)
thermalexpansion:florb:1, Магматический флюидный шарик (Пусто§r)
thermalexpansion:morb:0, Биошарик (Пусто§r)
thermalexpansion:morb:1, Многоразовый биошарик (Пусто§r)
aeadditions:part.base:0, Прикрепляющийся МЭ накопитель
aeadditions:part.base:1, Прикрепляющийся МЭ энергетическая ячейка
aeadditions:part.base:2, ME Fluid Interface
aeadditions:part.base:3, МЭ шина экспорта по словарю руд
aeadditions:storage.fluid:0, ME 256k Fluid Storage Cell
aeadditions:storage.fluid:1, ME 1024k Fluid Storage Cell
aeadditions:storage.fluid:2, ME 4096k Fluid Storage Cell
aeadditions:storage.physical:0, МЭ 256Кб хранилище
aeadditions:storage.physical:1, МЭ 1024kб хранилище
aeadditions:storage.physical:2, МЭ 4096kб хранилище
aeadditions:storage.physical:3, МЭ 16384kб хранилище
aeadditions:storage.physical:4, МЭ блок-контейнер - Пусто
aeadditions:storage.physical:4, МЭ блок-контейнер - Пусто
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Вода
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Лава
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Хладагент
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Пар
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Древесный газ
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Креозотовое масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Разжиженный уголь
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сырая нефть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Нефть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Очищенное топливо
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сок
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Сироп
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Смола
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Древесное масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Растительное масло
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Бионефть
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Биотопливо
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Тушёные грибы
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Эссенция знаний
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Зелье
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Взрывное зелье
aeadditions:pattern.fluid:0, МЭ жидкостный шаблон: Туманное зелье
